proton/charge,proton/mass,proton/radius,proton/spin,proton/discovered/year,proton/discovered/name,electron/charge,electron/mass,electron/radius,electron/spin,electron/discovered/year,electron/discovered/name,neutron/charge,neutron/mass,neutron/radius,neutron/spin,neutron/discovered/year,neutron/discovered/name
1,1007276466812,0.8775,0.5,1918,Ernest Rutherford,-1,100866491600,,0.5,1932,James Chadwick,0,100866491600,,0.5,1932,James Chadwick
